Week,Unique Week,Season,Date,Home Ranking,Home Team,Home Score,Away Ranking,Away Team,Away Score,OT,Location
,,1902,11/22/1902,,Massachusetts,0,,Amherst,15,,
,,1902,11/22/1902,,Maryland-Baltimore,5,,Bucknell,17,,
,,1902,11/22/1902,,Purdue,87,,Butler,0,,
,,1902,11/22/1902,,Virginia,6,,Carlisle,5,,"@ Norfolk, VA"
,,1902,11/22/1902,,Washington (Missouri),33,,Central Missouri State,5,,
,,1902,11/22/1902,,Denver A.C.,12,,Colorado College,0,,
,,1902,11/22/1902,,North Carolina State,0,,Davidson,5,,"@ Greensboro, NC"
,,1902,11/22/1902,,Colorado State,5,,Denver,11,,
,,1902,11/22/1902,,Notre Dame,22,,DePauw,0,,
,,1902,11/22/1902,,Yale,23,,Harvard,0,,
,,1902,11/22/1902,,Northwestern,0,,Illinois,17,,
,,1902,11/22/1902,,William Penn,0,,Iowa State,44,,
,,1902,11/22/1902,,Lafayette,0,,Lehigh,6,,
,,1902,11/22/1902,,Michigan,63,,Oberlin,0,,
,,1902,11/22/1902,,Haskell,6,,Ottawa,6,,
,,1902,11/22/1902,,Dickinson,0,,Penn State,23,,
,,1902,11/22/1902,,Grinnell,6,,Simpson,11,,
,,1902,11/22/1902,,Georgia Tech,6,,Tennessee,10,,
,,1902,11/22/1902,,Indiana,33,,Vincennes,0,,
,,1902,11/22/1902,,Georgetown,53,,Washington YMCA,0,,
,,1902,11/23/1902,,Brown,6,,Dartmouth,12,,neutral
,,1902,11/24/1902,,Tulane,0,,Texas,6,,
,,1902,11/27/1902,,Georgia,12,,Auburn,5,,"@ Atlanta, GA"
,,1902,11/27/1902,,Georgetown,0,,Carlisle,21,,
,,1902,11/27/1902,,Knox,68,,Chicago Dental,5,,
,,1902,11/27/1902,,Tennessee,0,,Clemson,11,,
,,1902,11/27/1902,,Colorado College,0,,Colorado Mines,17,,
,,1902,11/27/1902,,Pennsylvania,12,,Cornell,11,,
,,1902,11/27/1902,,Guilford,0,,Davidson,0,,
,,1902,11/27/1902,,Lafayette,23,,Dickinson,0,,
,,1902,11/27/1902,,Charleston,5,,Furman,5,,
,,1902,11/27/1902,,Alabama,26,,Georgia Tech,0,,"@ Birmingham, AL"
,,1902,11/27/1902,,Drake,47,,Grinnell,0,,
,,1902,11/27/1902,,Washington (Missouri),0,,Haskell,18,,
,,1902,11/27/1902,,Boston College,0,,Holy Cross,22,,
,,1902,11/27/1902,,Ohio State,6,,Indiana,6,,
,,1902,11/27/1902,,Illinois,80,,Iowa,0,,
,,1902,11/27/1902,,Missouri,5,,Kansas,17,,"@ Kansas City, MO"
,,1902,11/27/1902,,Mississippi State,0,,Louisiana State,6,,
,,1902,11/27/1902,,Michigan,23,,Minnesota,6,,
,,1902,11/27/1902,,Tulane,0,,Mississippi,10,,
,,1902,11/27/1902,,Virginia,12,,North Carolina,12,,"@ Richmond, VA"
,,1902,11/27/1902,,Nebraska,12,,Northwestern,0,,
,,1902,11/27/1902,,Purdue,6,,Notre Dame,6,,
,,1902,11/27/1902,,Steelton YMCA,6,,Penn State,5,,
,,1902,11/27/1902,,North Carolina State,30,,Richmond,5,,
,,1902,11/27/1902,,Vanderbilt,5,,Sewanee,11,,
,,1902,11/27/1902,,Columbia,6,,Syracuse,6,,
,,1902,11/27/1902,,Texas,0,,Texas A&M,12,,
,,1902,11/27/1902,,Exeter,0,,Tufts,0,,
,,1902,11/27/1902,,Virginia Military Institute,5,,Virginia Tech,50,,"@ Norfolk, VA"
,,1902,11/27/1902,,Bucknell,0,,Waterton,6,,
,,1902,11/27/1902,,Chicago,11,,Wisconsin,0,,
,,1902,11/28/1902,,Simpson,11,,Iowa State,18,,
,,1902,11/29/1902,,Navy,8,,Army,22,,"@ Philadelphia, PA"
,,1902,11/29/1902,,Alabama,0,,Louisiana State,11,,
,,1902,11/29/1902,,Denver,2,,Pueblo YMCA,0,,
,,1902,11/29/1902,,Lehigh,41,,Swarthmore,0,,
,,1903,9/12/1903,,Colorado College,38,,Colorado Springs High,0,,
,,1903,9/16/1903,,Minnesota,21,,Minneapolis Central High,6,,
,,1903,9/17/1903,,Chicago,40,,Englewood High,0,,
,,1903,9/19/1903,,Dickinson,45,,Albright,0,,
,,1903,9/19/1903,,Knox,17,,Central Academy,0,,
,,1903,9/19/1903,,Penn State,60,,Dickinson Seminary,0,,
,,1903,9/19/1903,,Illinois,45,,Englewood High,5,,
,,1903,9/19/1903,,Carlisle,28,,Lebanon Valley,0,,
,,1903,9/19/1903,,Nebraska,23,,Lincoln High,6,,
,,1903,9/19/1903,,Chicago,34,,Lombard,0,,
,,1903,9/19/1903,,Holy Cross,6,,Massachusetts,0,,
,,1903,9/19/1903,,Northwestern,22,,North Division High,5,,
,,1903,9/19/1903,,Minnesota,36,,St. Paul Central High,0,,
,,1903,9/19/1903,,Denver,23,,West Denver High,0,,
,,1903,9/22/1903,,Northwestern,28,,Fort Sheridan,0,,
,,1903,9/23/1903,,Grinnell,11,,East Des Moines High,0,,
,,1903,9/23/1903,,Northwestern,35,,Englewood High,0,,
,,1903,9/23/1903,,Minnesota,37,,Minneapolis Eastern High,0,,
,,1903,9/23/1903,,Denver,27,,North Denver High,0,,
,,1903,9/23/1903,,Chicago,33,,North Division High,0,,
,,1903,9/23/1903,,Harvard,17,,Williams,0,,
,,1903,9/25/1903,,Iowa State,16,,Highland Park,0,,
,,1903,9/26/1903,,Lehigh,83,,Albright,0,,
,,1903,9/26/1903,,Beloit,10,,Beloit High,5,,
,,1903,9/26/1903,,Harvard,24,,Bowdoin,0,,
,,1903,9/26/1903,,Minnesota,29,,Carleton,0,,
,,1903,9/26/1903,,Grinnell,20,,Coe,0,,
,,1903,9/26/1903,,Brown,23,,Colby,0,,
,,1903,9/26/1903,,Army,0,,Colgate,0,,
,,1903,9/26/1903,,Boulder High,0,,Colorado,40,,
,,1903,9/26/1903,,Pennsylvania,27,,Dickinson,0,,
,,1903,9/26/1903,,Purdue,34,,Englewood High,0,,
,,1903,9/26/1903,,Lafayette,36,,Gallaudet,0,,
,,1903,9/26/1903,,Maryland-Baltimore,0,,Georgetown,23,,
,,1903,9/26/1903,,Carlisle,46,,Gettysburg,0,,
,,1903,9/26/1903,,Nebraska,64,,Grand Island,0,,
,,1903,9/26/1903,,North Carolina,15,,Guilford,0,,
,,1903,9/26/1903,,Colorado College,0,,Haskell,45,,
,,1903,9/26/1903,,Cornell,12,,Hobart,0,,
,,1903,9/26/1903,,Chicago,23,,Lawrence,0,,
,,1903,9/26/1903,,Illinois,43,,Lombard,0,,
,,1903,9/26/1903,,Dartmouth,12,,Massachusetts,0,,
,,1903,9/26/1903,,Northwestern,22,,North Central,6,,
,,1903,9/26/1903,,Denver,30,,Sacred Heart,0,,
,,1903,9/26/1903,,Virginia,16,,St. Albans,0,,
,,1903,9/26/1903,,Princeton,34,,Swarthmore,0,,
,,1903,9/26/1903,,Yale,35,,Trinity (Connecticut),0,,
,,1903,9/26/1903,,Amherst,16,,Union (New York),0,,
,,1903,9/26/1903,,Indiana,0,,Wabash,5,,
,,1903,9/26/1903,,Columbia,10,,Wesleyan,0,,
,,1903,9/27/1903,,Iowa,6,,Cornell (Iowa),0,,
,,1903,9/28/1903,,Kansas,32,,Emporia College,0,,
,,1903,9/28/1903,,Vermont,27,,Vermont Methodist Seminary,0,,
,,1903,9/29/1903,,Iowa,16,,Coe,0,,
,,1903,9/29/1903,,Bucknell,27,,Wyoming Seminary,0,,
,,1903,9/30/1903,,Cornell,26,,Alfred,0,,
,,1903,9/30/1903,,Illinois,36,,American Osteopath,0,,
,,1903,9/30/1903,,Bowdoin,0,,Amherst,23,,
,,1903,9/30/1903,,Columbia,16,,Columbia Alumni,0,,
,,1903,9/30/1903,,Pennsylvania,17,,Franklin & Marshall,0,,
,,1903,9/30/1903,,Minnesota,112,,Macalester,0,,
,,1903,9/30/1903,,Lehigh,40,,Manhattan,0,,
,,1903,9/30/1903,,Chicago,108,,Monmouth,0,,
,,1903,9/30/1903,,Northwestern,5,,Northwestern Alumni,0,,
,,1903,9/30/1903,,Yale,19,,Tufts,0,,
,,1903,10/1/1903,,Wabash,0,,Purdue,18,,
,,1903,10/2/1903,,South Carolina,24,,Columbia YMCA,0,,
,,1903,10/3/1903,,Penn State,24,,Allegheny,5,,
,,1903,10/3/1903,,Texas Christian,0,,Baylor,12,,neutral
,,1903,10/3/1903,,Purdue,17,,Beloit,0,,
,,1903,10/3/1903,,Bucknell,0,,Carlisle,12,,"@ Williamsport, PA"
,,1903,10/3/1903,,Michigan,31,,Case,0,,
,,1903,10/3/1903,,Cornell (Iowa),10,,Coe,0,,
,,1903,10/3/1903,,Vanderbilt,0,,Cumberland,6,,
,,1903,10/3/1903,,Colorado State,23,,Denver,17,,
,,1903,10/3/1903,,Steelton YMCA,6,,Dickinson,0,,
,,1903,10/3/1903,,Princeton,5,,Georgetown,0,,
,,1903,10/3/1903,,Lafayette,11,,Gettysburg,0,,
,,1903,10/3/1903,,Minnesota,39,,Grinnell,0,,
,,1903,10/3/1903,,Dartmouth,18,,Holy Cross,0,,
,,1903,10/3/1903,,Chicago,34,,Indiana,0,,
,,1903,10/3/1903,,Kansas,34,,Kansas State,0,,
,,1903,10/3/1903,,Illinois,29,,Knox,5,,
,,1903,10/3/1903,,Pennsylvania,16,,Lehigh,0,,
,,1903,10/3/1903,,Northwestern,23,,Lombard,0,,
,,1903,10/3/1903,,Harvard,6,,Maine,0,,
,,1903,10/3/1903,,Tennessee,17,,Maryville,0,,
,,1903,10/3/1903,,Missouri,40,,Missouri-Rolla,0,,
,,1903,10/3/1903,,Auburn,26,,Montgomery A.C.,0,,
,,1903,10/3/1903,,Sewanee,23,,Mooney,0,,
,,1903,10/3/1903,,Wisconsin,28,,North Central,0,,
,,1903,10/3/1903,,Iowa,29,,Northern Iowa,0,,
,,1903,10/3/1903,,North Carolina,45,,Oak Ridge,0,,
,,1903,10/3/1903,,Chilocco,5,,Oklahoma,38,,
,,1903,10/3/1903,,Cornell,11,,Rochester,0,,
,,1903,10/3/1903,,Nebraska,23,,South Dakota,0,,
,,1903,10/3/1903,,Maryland-Baltimore,0,,Swarthmore,12,,
,,1903,10/3/1903,,Texas,17,,Texas Deaf School,0,,
,,1903,10/3/1903,,Texas A&M,16,,Trinity (Texas),0,,
,,1903,10/3/1903,,Williams,20,,Troy Laureates,11,,
,,1903,10/3/1903,,Army,17,,Tufts,0,,
,,1903,10/3/1903,,Columbia,36,,Union (New York),0,,
,,1903,10/3/1903,,Colorado,22,,Utah,0,,
,,1903,10/3/1903,,Yale,46,,Vermont,0,,
,,1903,10/3/1903,,Virginia,16,,Washington & Lee,0,,
,,1903,10/3/1903,,Rose-Hulman,0,,Washington (Missouri),21,,
,,1903,10/3/1903,,Brown,11,,Wesleyan,0,,
,,1903,10/3/1903,,Drake,45,,William Penn,0,,
,,1903,10/5/1903,,Kansas City Medical,6,,Haskell,11,,
,,1903,10/6/1903,,Omaha Light Guards,0,,Iowa State,18,,
,,1903,10/6/1903,,South Carolina,89,,Welch Neck High,0,,
,,1903,10/7/1903,,Harvard,23,,Bates,0,,
,,1903,10/7/1903,,Northwestern,18,,Chicago Dental,11,,
,,1903,10/7/1903,,Chicago,23,,Cornell (Iowa),0,,
,,1903,10/7/1903,,Vermont,0,,Dartmouth,36,,
,,1903,10/7/1903,,Princeton,68,,Gettysburg,0,,
,,1903,10/7/1903,,Columbia,29,,Hamilton,0,,
,,1903,10/7/1903,,Minnesota,65,,Hamline,0,,
,,1903,10/7/1903,,Pennsylvania,58,,Haverford,0,,
,,1903,10/7/1903,,Swarthmore,5,,Lehigh,10,,
,,1903,10/7/1903,,Williams,17,,Massachusetts,0,,
,,1903,10/7/1903,,Dickinson,23,,Mercersburg Academy,5,,
,,1903,10/7/1903,,Illinois,40,,Physicians & Surgeons,0,,
,,1903,10/7/1903,,Yale,33,,Wesleyan,0,,
,,1903,10/7/1903,,Tufts,16,,Worcester Tech,0,,
,,1903,10/8/1903,,Michigan,76,,Albion,0,,
,,1903,10/9/1903,,Texas,0,,Haskell,6,,"@ Dallas, TX"
,,1903,10/10/1903,,Vanderbilt,30,,Alabama,0,,
,,1903,10/10/1903,,Harvard,0,,Amherst,5,,
,,1903,10/10/1903,,Tufts,23,,Bates,0,,
,,1903,10/10/1903,,Michigan,79,,Beloit,0,,
,,1903,10/10/1903,,Watertown,6,,Bucknell,12,,
,,1903,10/10/1903,,Franklin & Marshall,0,,Carlisle,30,,
,,1903,10/10/1903,,Tennessee,38,,Carson-Newman,0,,
,,1903,10/10/1903,,Georgia,0,,Clemson,29,,
,,1903,10/10/1903,,Cornell,12,,Colgate,0,,
,,1903,10/10/1903,,Colorado State,0,,Colorado,5,,
,,1903,10/10/1903,,Highland Park,27,,Cornell (Iowa),6,,
,,1903,10/10/1903,,Sewanee,6,,Cumberland,0,,
,,1903,10/10/1903,,Army,12,,Dickinson,0,,
,,1903,10/10/1903,,Iowa,22,,Drake,6,,
,,1903,10/10/1903,,Indiana,39,,Earlham,0,,
,,1903,10/10/1903,,Kansas,12,,Emporia State,0,,
,,1903,10/10/1903,,Baylor,23,,Fort Worth,0,,
,,1903,10/10/1903,,Navy,18,,Gallaudet,0,,
,,1903,10/10/1903,,St. Albans,0,,Georgetown,25,,
,,1903,10/10/1903,,Colorado College,40,,Golden High,0,,
,,1903,10/10/1903,,Lombard,98,,Hedding,0,,
,,1903,10/10/1903,,Wesleyan,5,,Holy Cross,11,,
,,1903,10/10/1903,,Minnesota,46,,Iowa State,0,,
,,1903,10/10/1903,,Oklahoma,0,,Kingfisher,0,,
,,1903,10/10/1903,,American Osteopath,17,,Knox,0,,
,,1903,10/10/1903,,Wisconsin,40,,Lawrence,7,,
,,1903,10/10/1903,,Denver,0,,Nebraska,10,,
,,1903,10/10/1903,,South Carolina,0,,North Carolina,17,,
,,1903,10/10/1903,,Washington (Missouri),0,,Northwestern,23,,
,,1903,10/10/1903,,Pennsylvania,39,,Penn State,0,,
,,1903,10/10/1903,,Brown,0,,Princeton,29,,
,,1903,10/10/1903,,Chicago,22,,Purdue,0,,
,,1903,10/10/1903,,Virginia,37,,Randolph-Macon,0,,
,,1903,10/10/1903,,Massachusetts,46,,Rhode Island,0,,
,,1903,10/10/1903,,Illinois,64,,Rush Medical,0,,
,,1903,10/10/1903,,Yale,22,,Springfield,0,,
,,1903,10/10/1903,,Lafayette,43,,Susquehanna,0,,
,,1903,10/10/1903,,St. John's (Maryland),0,,Swarthmore,6,,
,,1903,10/10/1903,,Texas Christian,0,,Texas A&M,11,,neutral
,,1903,10/10/1903,,Columbia,5,,Williams,0,,
,,1903,10/12/1903,,Missouri,6,,Grinnell,15,,
,,1903,10/14/1903,,Illinois,54,,Chicago Dental,0,,
,,1903,10/14/1903,,Pennsylvania,72,,Gettysburg,0,,
,,1903,10/14/1903,,Yale,36,,Holy Cross,10,,
,,1903,10/14/1903,,Princeton,12,,Lehigh,0,,
,,1903,10/14/1903,,Virginia Military Institute,6,,North Carolina,28,,"@ Roanoke, VA"
,,1903,10/14/1903,,Michigan,65,,Ohio Northern,0,,
,,1903,10/14/1903,,Chicago,40,,Rush Medical,0,,
,,1903,10/14/1903,,Virginia Tech,29,,St. Albans,0,,
,,1903,10/14/1903,,Columbia,5,,Swarthmore,0,,
,,1903,10/14/1903,,Amherst,18,,Trinity (Connecticut),0,,
,,1903,10/14/1903,,Williams,11,,Tufts,0,,
,,1903,10/14/1903,,Dartmouth,34,,Union (New York),0,,
,,1903,10/14/1903,,Navy,6,,Virginia,5,,
,,1903,10/14/1903,,Harvard,17,,Wesleyan,6,,
,,1903,10/16/1903,,Mississippi State,11,,Alabama,0,,"@ Columbus, MS"
,,1903,10/16/1903,,Lombard,12,,Monmouth,0,,
,,1903,10/17/1903,,Columbia,12,,Amherst,0,,
,,1903,10/17/1903,,Wisconsin,87,,Beloit,0,,
,,1903,10/17/1903,,Pennsylvania,30,,Brown,0,,
,,1903,10/17/1903,,Cornell,6,,Bucknell,0,,
,,1903,10/17/1903,,Princeton,11,,Carlisle,0,,
,,1903,10/17/1903,,Georgia Tech,0,,Clemson,73,,
,,1903,10/17/1903,,Iowa State,36,,Coe,5,,
,,1903,10/17/1903,,Colorado College,5,,Colorado College Alumni,6,,
,,1903,10/17/1903,,Williams,0,,Dartmouth,17,,
,,1903,10/17/1903,,Swarthmore,11,,Delaware,0,,
,,1903,10/17/1903,,Navy,5,,Dickinson,0,,
,,1903,10/17/1903,,Missouri,0,,Drake,17,,
,,1903,10/17/1903,,Denver,23,,East Denver High,0,,
,,1903,10/17/1903,,Lafayette,41,,Fordham,0,,
,,1903,10/17/1903,,North Carolina,0,,Georgetown,33,,neutral
,,1903,10/17/1903,,Simpson,5,,Grinnell,24,,
,,1903,10/17/1903,,Army,0,,Harvard,5,,
,,1903,10/17/1903,,Nebraska,16,,Haskell,0,,
,,1903,10/17/1903,,Purdue,0,,Illinois,24,,
,,1903,10/17/1903,,Michigan,51,,Indiana,0,,
,,1903,10/17/1903,,Minnesota,75,,Iowa,0,,
,,1903,10/17/1903,,Colorado,11,,Kansas,12,,
,,1903,10/17/1903,,Colorado Mines,106,,Longmont High,0,,
,,1903,10/17/1903,,Virginia Tech,21,,North Carolina State,0,,
,,1903,10/17/1903,,Chicago,0,,Northwestern,0,,
,,1903,10/17/1903,,Texas,6,,Oklahoma,6,,
,,1903,10/17/1903,,Yale,27,,Penn State,0,,
,,1903,10/17/1903,,Knox,20,,Physicians & Surgeons,0,,
,,1903,10/17/1903,,Wesleyan,30,,Rensselaer,0,,
,,1903,10/17/1903,,Auburn,58,,Samford,0,,
,,1903,10/17/1903,,Washington (Missouri),28,,Shurtleff,0,,
,,1903,10/17/1903,,Georgia,0,,South Carolina,17,,
,,1903,10/17/1903,,Massachusetts,12,,Springfield,0,,
,,1903,10/17/1903,,Vanderbilt,40,,Tennessee,0,,
,,1903,10/17/1903,,Sewanee,52,,Tennessee Medical,0,,
,,1903,10/17/1903,,Baylor,0,,Texas A&M,0,,
,,1903,10/17/1903,,Daniel Baker,10,,Texas Christian,5,,
,,1903,10/17/1903,,Holy Cross,6,,Tufts,5,,
,,1903,10/17/1903,,St. Lawrence,0,,Vermont,21,,
,,1903,10/17/1903,,Lehigh,71,,Villanova,0,,
,,1903,10/21/1903,,Wisconsin,32,,American Osteopath,0,,
,,1903,10/21/1903,,Princeton,17,,Bucknell,0,,
,,1903,10/21/1903,,Michigan,88,,Ferris State,0,,
,,1903,10/21/1903,,Navy,0,,Maryland-Baltimore,0,,
,,1903,10/21/1903,,Virginia,6,,Transylvania,0,,
,,1903,10/22/1903,,Maryland,0,,Georgetown,28,,
,,1903,10/22/1903,,Columbia,18,,Pennsylvania,6,,
,,1903,10/23/1903,,Auburn,6,,Alabama,18,,"@ Montgomery, AL"
,,1903,10/23/1903,,South Carolina,29,,Guilford,0,,
,,1903,10/23/1903,,Missouri,0,,Simpson,12,,
,,1903,10/24/1903,,Holy Cross,36,,Amherst,0,,
,,1903,10/24/1903,,Texas,48,,Baylor,0,,"@ San Antonio, TX"
,,1903,10/24/1903,,Minnesota,46,,Beloit,0,,
,,1903,10/24/1903,,Harvard,29,,Brown,0,,
,,1903,10/24/1903,,Nebraska,31,,Colorado,0,,
,,1903,10/24/1903,,Colorado State,10,,Colorado Mines,2,,
,,1903,10/24/1903,,Northern Iowa,18,,Cornell (Iowa),5,,
,,1903,10/24/1903,,Princeton,17,,Dartmouth,0,,
,,1903,10/24/1903,,Colorado College,6,,Denver,0,,
,,1903,10/24/1903,,Michigan,47,,Drake,0,,
,,1903,10/24/1903,,Dickinson,18,,Franklin & Marshall,6,,
,,1903,10/24/1903,,Georgia Tech,0,,Georgia,38,,
,,1903,10/24/1903,,Kansas,6,,Haskell,12,,
,,1903,10/24/1903,,Chicago,18,,Illinois,6,,
,,1903,10/24/1903,,Grinnell,0,,Iowa,17,,
,,1903,10/24/1903,,Wisconsin,54,,Knox,6,,
,,1903,10/24/1903,,Navy,5,,Lafayette,6,,
,,1903,10/24/1903,,Tufts,11,,Manhattan,0,,
,,1903,10/24/1903,,Vermont,0,,Massachusetts,5,,
,,1903,10/24/1903,,Vanderbilt,33,,Mississippi,0,,
,,1903,10/24/1903,,Wesleyan,6,,New York University,0,,
,,1903,10/24/1903,,Cincinnati,0,,Northwestern,35,,
,,1903,10/24/1903,,Purdue,18,,Oberlin,2,,
,,1903,10/24/1903,,Texas A&M,0,,Oklahoma,6,,
,,1903,10/24/1903,,Pittsburgh,0,,Penn State,59,,
,,1903,10/24/1903,,Carlisle,12,,Swarthmore,5,,
,,1903,10/24/1903,,Trinity (Texas),30,,Texas Christian,0,,
,,1903,10/24/1903,,Lehigh,41,,Ursinus,0,,
,,1903,10/24/1903,,Virginia Tech,0,,Virginia,21,,"@ Richmond, VA"
,,1903,10/24/1903,,Lombard,11,,Washington (Missouri),6,,
,,1903,10/24/1903,,Cornell,41,,Western Reserve,0,,
,,1903,10/24/1903,,Syracuse,5,,Williams,17,,
,,1903,10/24/1903,,Army,5,,Yale,17,,
,,1903,10/28/1903,,Sacred Heart,0,,Denver,17,,
,,1903,10/28/1903,,Navy,5,,Georgetown,12,,
,,1903,10/28/1903,,Clemson,24,,North Carolina State,0,,"@ Columbia, SC"
,,1903,10/29/1903,,South Carolina,24,,Tennessee,0,,
,,1903,10/30/1903,,Texas,15,,Arkansas,0,,
,,1903,10/31/1903,,Texas A&M,6,,Arkansas,0,,
,,1903,10/31/1903,,Texas Christian,0,,Baylor,5,,neutral
,,1903,10/31/1903,,Pennsylvania,47,,Bucknell,6,,
,,1903,10/31/1903,,Harvard,12,,Carlisle,11,,
,,1903,10/31/1903,,Wisconsin,6,,Chicago,15,,
,,1903,10/31/1903,,Amherst,23,,Colby,0,,
,,1903,10/31/1903,,Colorado Mines,0,,Colorado,17,,
,,1903,10/31/1903,,Yale,25,,Columbia,0,,
,,1903,10/31/1903,,Princeton,44,,Cornell,0,,
,,1903,10/31/1903,,Utah,0,,Denver,10,,
,,1903,10/31/1903,,Knox,10,,DePauw,0,,
,,1903,10/31/1903,,Lehigh,17,,Dickinson,0,,
,,1903,10/31/1903,,Swarthmore,17,,Franklin & Marshall,0,,
,,1903,10/31/1903,,Samford,0,,Georgia Tech,37,,
,,1903,10/31/1903,,Cornell (Iowa),10,,Grinnell,15,,
,,1903,10/31/1903,,Missouri,0,,Haskell,12,,"@ Kansas City, MO"
,,1903,10/31/1903,,Washburn,5,,Kansas,0,,
,,1903,10/31/1903,,New York University,6,,Lafayette,8,,
,,1903,10/31/1903,,Trinity (Connecticut),0,,Massachusetts,28,,
,,1903,10/31/1903,,Minnesota,6,,Michigan,6,,
,,1903,10/31/1903,,Iowa,6,,Nebraska,17,,
,,1903,10/31/1903,,Transylvania,6,,North Carolina,5,,neutral
,,1903,10/31/1903,,Illinois,11,,Northwestern,12,,
,,1903,10/31/1903,,Navy,0,,Penn State,17,,
,,1903,10/31/1903,,Auburn,0,,Sewanee,47,,"@ Montgomery, AL"
,,1903,10/31/1903,,Drake,45,,Simpson,2,,
,,1903,10/31/1903,,Iowa State,23,,South Dakota,0,,
,,1903,10/31/1903,,Holy Cross,27,,Springfield,5,,
,,1903,10/31/1903,,Nashville,0,,Tennessee,10,,
,,1903,10/31/1903,,Georgia,0,,Vanderbilt,33,,
,,1903,10/31/1903,,Army,32,,Vermont,0,,
,,1903,10/31/1903,,Dartmouth,34,,Wesleyan,6,,
,,1903,10/31/1903,,Oklahoma,11,,Wichita State,5,,
,,1903,10/31/1903,,Brown,22,,Williams,0,,
,,1903,10/31/1903,,Beloit,10,,Wisconsin-Oshkosh,6,,
,,1903,11/2/1903,,Alabama,0,,Sewanee,23,,"@ Birmingham, AL"
,,1903,11/3/1903,,Colorado College,5,,Colorado State,8,,
,,1903,11/3/1903,,Lombard,6,,Knox,0,,
,,1903,11/4/1903,,Oklahoma,6,,Emporia State,6,,
,,1903,11/4/1903,,Williams,29,,Hamilton,0,,
,,1903,11/4/1903,,Navy,28,,New York Naval Militia,0,,
,,1903,11/4/1903,,Trinity (Connecticut),11,,Wesleyan,67,,
,,1903,11/6/1903,,Indiana,17,,Illinois,0,,
,,1903,11/6/1903,,Iowa,35,,Simpson,2,,
,,1903,11/6/1903,,Texas,5,,Vanderbilt,5,,
,,1903,11/7/1903,,Texas A&M,16,,Baylor,0,,
,,1903,11/7/1903,,Georgetown,6,,Carlisle,28,,
,,1903,11/7/1903,,Denver,0,,Colorado,10,,
,,1903,11/7/1903,,Pueblo High,0,,Colorado College,30,,
,,1903,11/7/1903,,Drake,25,,Cornell (Iowa),6,,
,,1903,11/7/1903,,Amherst,0,,Dartmouth,18,,
,,1903,11/7/1903,,Maryland-Baltimore,0,,Dickinson,12,,
,,1903,11/7/1903,,Georgia Tech,17,,Florida State,0,,
,,1903,11/7/1903,,Tennessee,0,,Georgia,5,,
,,1903,11/7/1903,,Pennsylvania,10,,Harvard,17,,
,,1903,11/7/1903,,Chicago,17,,Haskell,11,,
,,1903,11/7/1903,,Maine,0,,Holy Cross,5,,
,,1903,11/7/1903,,Grinnell,6,,Iowa State,41,,
,,1903,11/7/1903,,Nebraska,33,,Knox,5,,
,,1903,11/7/1903,,Princeton,11,,Lafayette,0,,
,,1903,11/7/1903,,Bucknell,47,,Lebanon Valley,6,,
,,1903,11/7/1903,,Cornell,0,,Lehigh,0,,
,,1903,11/7/1903,,Army,48,,Manhattan,0,,
,,1903,11/7/1903,,Lawrence,0,,Minnesota,46,,
,,1903,11/7/1903,,Washington (Missouri),0,,Missouri,0,,
,,1903,11/7/1903,,Virginia Tech,21,,North Carolina,0,,"@ Norfolk, VA"
,,1903,11/7/1903,,Michigan,36,,Ohio State,0,,
,,1903,11/7/1903,,Kansas,17,,Oklahoma,5,,
,,1903,11/7/1903,,Nashville,0,,Sewanee,6,,
,,1903,11/7/1903,,Yale,30,,Syracuse,0,,
,,1903,11/7/1903,,Massachusetts,6,,Tufts,0,,
,,1903,11/7/1903,,Swarthmore,27,,Ursinus,0,,
,,1903,11/7/1903,,Brown,24,,Vermont,0,,
,,1903,11/7/1903,,Davidson,0,,Virginia,22,,"@ Charlotte, NC"
,,1903,11/7/1903,,Navy,0,,Washington & Jefferson,16,,
,,1903,11/7/1903,,Williams,5,,Wesleyan,5,,
,,1903,11/7/1903,,Wisconsin,52,,Wisconsin-Oshkosh,0,,
,,1903,11/7/1903,,Beloit,33,,Wisconsin-Platteville,0,,
,,1903,11/8/1903,,Davidson,12,,South Carolina,29,,"@ Charlotte, NC"
,,1903,11/9/1903,,Alabama,18,,Louisiana State,0,,
,,1903,11/11/1903,,Auburn,12,,Louisiana State,0,,
,,1903,11/13/1903,,Oklahoma,5,,Texas,11,,
,,1903,11/14/1903,,Georgia Tech,5,,Auburn,10,,
,,1903,11/14/1903,,Lawrence,22,,Beloit,0,,
,,1903,11/14/1903,,Lafayette,29,,Bloomsburg,0,,
,,1903,11/14/1903,,Syracuse,5,,Brown,12,,
,,1903,11/14/1903,,Navy,5,,Bucknell,23,,
,,1903,11/14/1903,,Pennsylvania,6,,Carlisle,16,,
,,1903,11/14/1903,,Army,10,,Chicago,6,,
,,1903,11/14/1903,,North Carolina,11,,Clemson,6,,
,,1903,11/14/1903,,Williams,6,,Colgate,0,,
,,1903,11/14/1903,,Colorado,31,,Colorado College,6,,
,,1903,11/14/1903,,Denver,6,,Colorado Mines,34,,
,,1903,11/14/1903,,Cornell,12,,Columbia,17,,
,,1903,11/14/1903,,Coe,6,,Cornell (Iowa),5,,
,,1903,11/14/1903,,Alabama,0,,Cumberland,44,,
,,1903,11/14/1903,,Harvard,0,,Dartmouth,11,,
,,1903,11/14/1903,,Indiana,70,,DePauw,0,,
